t, x, y, z
5.0202,2.1387,-2.9044,-1.018
5.0203,2.0394,-3.4482,-0.73843
5.0204,1.7403,-3.5793,-0.86614
5.0205,1.5872,-3.3166,-1.1921
5.0205,1.5293,-2.8614,-1.1766
5.0206,1.2054,-2.2464,-1.1848
5.0207,0.77969,-1.7235,-1.1707
5.0208,0.49126,-1.4151,-0.72926
5.0209,0.35869,-1.1229,-0.34531
5.0209,0.22201,-0.67341,-0.43279
5.021,0.31378,-0.4007,-0.66948
5.0211,0.22893,-0.35355,-0.62785
5.0212,0.001684,-0.69063,-0.22631
5.0212,-0.26888,-1.321,0.25943
5.0213,-0.5023,-2.0228,0.29676
5.0214,-0.52578,-2.5535,0.13996
5.0215,-0.14641,-2.678,0.16971
5.0216,0.077651,-2.3462,0.15465
5.0216,0.048181,-1.6168,0.39864
5.0217,-0.11339,-0.71383,0.45075
5.0218,-0.28029,0.1103,0.39527
5.0219,-0.63945,0.63477,0.0363
5.022,-1.2448,0.71748,-0.12995
5.022,-1.9674,0.44224,0.42278
5.0221,-2.3411,0.46142,0.75817
5.0222,-2.2148,0.94716,0.63655
5.0223,-1.2136,1.6155,0.46113
5.0223,-0.067828,2.2027,0.27786
5.0224,0.58294,2.2008,0.45749
5.0225,0.73011,1.7386,0.89149
5.0226,0.58266,1.113,0.89065
5.0227,0.17149,0.75237,0.2903
5.0227,-0.4878,0.556,-0.065208
5.0228,-1.4287,0.7418,0.0083264
5.0229,-2.2162,1.3277,0.41735
5.023,-2.5227,1.9231,0.63281
5.023,-2.3404,2.2682,0.72767
5.0231,-1.7941,2.1377,0.54309
5.0232,-1.0684,1.4122,0.88148
5.0233,-0.38358,0.48218,1.1472
5.0234,-0.0046778,-0.20769,0.99085
5.0234,0.29367,-0.49369,1.1082
5.0235,0.33914,-0.34447,0.91319
5.0236,-0.090936,-0.052578,0.77791
5.0237,-0.81346,0.1742,0.54954
5.0237,-1.397,0.30106,0.66247
5.0238,-1.9111,0.34391,0.70999
5.0239,-1.9806,0.6024,0.65087
5.024,-1.6343,0.98589,0.74929
5.0241,-1.1307,1.3981,0.47302
5.0241,-0.71018,1.5663,0.2424
5.0242,-0.22145,1.2739,0.30284
5.0243,-0.24699,0.8144,0.31884
5.0244,-0.46853,0.26186,-0.33933
5.0245,-0.82853,-0.30415,-0.78138
5.0245,-1.4373,-0.71663,-0.82469
5.0246,-1.9293,-0.7985,-0.55993
5.0247,-2.173,-0.33979,-0.39134
5.0248,-1.9185,0.36599,-0.47517
5.0248,-1.0977,1.1159,-0.53327
5.0249,-0.3528,1.4284,-0.56769
5.025,0.16999,1.1345,-0.12434
5.0251,0.76659,0.42549,0.42343
5.0252,1.2013,-0.29919,0.2758
5.0252,1.4972,-0.7766,-0.47732
5.0253,1.4036,-0.92807,-0.77838
5.0254,0.96128,-0.76276,-0.13257
5.0255,0.45047,-0.23997,0.24371
5.0255,-0.20339,0.42923,-0.040229
5.0256,-0.67631,0.76678,-0.61522
5.0257,-0.90365,0.81356,-0.7011
5.0258,-1.2905,0.81833,-0.5357
5.0259,-1.2992,0.87933,-0.43503
5.0259,-1.0913,1.1016,-0.48911
5.026,-0.97822,1.3827,-0.60325
5.0261,-0.58538,1.4672,-0.26813
5.0262,-0.11592,1.3508,-0.095427
5.0262,-0.015343,0.9581,0.0017776
5.0263,0.088597,0.32305,0.47667
5.0264,0.38629,-0.4109,1.2531
5.0265,0.57003,-0.83423,1.1127
5.0266,0.83536,-0.84293,0.49659
5.0266,0.94772,-0.74657,0.331
5.0267,0.63496,-0.81,0.83077
5.0268,0.18711,-0.77623,1.2364
5.0269,-0.17841,-0.51165,0.38872
5.027,-0.57611,-0.28366,-0.2396
5.027,-0.79999,-0.1089,-0.033306
5.0271,-0.6474,0.19216,0.52597
5.0272,-0.4427,0.76715,0.63431
5.0273,-0.28291,1.0275,0.106
5.0273,0.19441,0.7767,0.11507
5.0274,0.67032,0.21686,0.24512
5.0275,0.51053,-0.38704,0.31313
5.0276,0.072038,-0.81898,0.24652
5.0277,0.084668,-0.8884,0.56264
5.0277,0.25737,-0.37965,0.60942
5.0278,0.46394,0.23155,0.64095
5.0279,0.65479,0.71495,0.73656
5.028,0.77146,0.82516,0.89982
5.028,0.68829,0.5764,0.97064
5.0281,0.59118,0.042661,0.56695
5.0282,0.35345,-0.5124,0.05473
5.0283,-0.21883,-0.89224,-0.1626
5.0284,-0.83676,-1.0803,0.17149
5.0284,-1.219,-0.65348,0.46469
5.0285,-0.9363,0.29376,0.37469
5.0286,-0.16166,1.6016,0.044345
5.0287,0.79878,2.5932,-0.091217
5.0287,1.549,2.7719,0.23183
5.0288,2.0912,2.317,0.56648
5.0289,2.4253,1.6838,0.47348
5.029,2.3933,1.3361,-0.026008
5.0291,2.151,1.071,0.12518
5.0291,1.4884,1.0365,0.21649
5.0292,0.62729,1.1557,-0.4297
5.0293,-0.053139,1.2013,-0.61213
5.0294,-0.24568,1.2065,-0.37778
5.0295,-0.29947,1.291,-0.26813
5.0295,-0.24156,1.6827,-0.6184
5.0296,0.11068,2.0146,-0.87325
5.0297,0.59361,2.142,-0.52045
5.0298,1.1081,2.0374,-0.10553
5.0298,1.4618,2.0416,-0.22285
5.0299,1.714,2.0031,-0.48097
5.03,1.7372,1.7235,-0.6504
5.0301,1.5668,1.241,-0.1205
5.0302,1.304,0.80243,0.63889
5.0302,0.99365,0.67519,0.68464
5.0303,0.90842,0.65685,0.51091
5.0304,1.2204,0.62233,0.1786
5.0305,1.486,0.37291,0.16522
5.0305,1.2037,-0.085135,0.39714
5.0306,0.96484,-0.76285,0.7273
5.0307,0.87923,-1.2058,0.49472
5.0308,0.78025,-1.1665,-0.31584
5.0309,0.69044,-0.92695,-0.6809
5.0309,0.47573,-0.51063,-0.32716
5.031,-0.024418,-0.082048,0.065489
5.0311,-0.43587,0.20348,-0.030686
5.0312,-0.51839,0.18206,-0.47021
5.0312,-0.43775,-0.25522,-0.65891
5.0313,-0.11442,-0.72842,-0.31332
5.0314,0.22921,-0.82581,-0.12462
5.0315,0.69156,-0.49098,-0.074283
5.0316,1.306,-0.11489,0.075031
5.0316,1.9439,-0.013004,0.085697
5.0317,2.2668,-0.0039293,-0.30462
5.0318,1.9407,-0.06605,-0.74283
5.0319,1.2535,-0.065395,-0.94472
5.032,0.27066,0.17579,-1.1578
5.032,-0.80963,0.66443,-1.2249
5.0321,-1.4408,1.1899,-1.1962
5.0322,-1.9623,1.5705,-1.0169
5.0323,-2.2405,1.4528,-0.33558
5.0323,-1.6692,1.0142,0.20049
5.0324,-0.65498,0.58846,-0.079054
5.0325,0.46778,0.062589,-0.50211
5.0326,1.3528,-0.55506,-0.23033
5.0327,1.598,-1.1128,0.26925
5.0327,1.3686,-1.4584,0.40566
5.0328,1.0452,-1.7392,0.41969
5.0329,0.46113,-1.9029,0.32127
5.033,-0.30424,-1.9102,0.49023
5.033,-0.85706,-1.6617,0.74105
5.0331,-0.98869,-1.2139,0.51989
5.0332,-0.84845,-0.82984,-0.044532
5.0333,-0.46862,-0.91357,-0.24577
5.0334,-0.28291,-1.5657,-0.0091684
5.0334,-0.18524,-2.437,0.35925
5.0335,0.23155,-2.967,0.33231
5.0336,0.74461,-2.8797,-0.098701
5.0337,1.2374,-2.2588,-0.38143
5.0338,1.4622,-1.7004,-0.24427
5.0338,1.5482,-1.3743,0.019553
5.0339,1.3904,-1.1744,-0.021331
5.034,1.0594,-1.1008,-0.41997
5.0341,0.83498,-1.1124,-0.59492
5.0341,0.64319,-0.99365,-0.50819
5.0342,0.23342,-0.68417,-0.51147
5.0343,-0.030312,-0.61185,-0.19703
5.0344,0.1365,-0.74479,-0.12714
5.0345,0.3614,-1.1933,-0.30855
5.0345,0.43737,-1.6616,-0.84013
5.0346,0.49369,-2.1025,-0.86586
5.0347,0.19029,-2.4152,-0.37768
5.0348,-0.22949,-2.3825,-0.013753
5.0348,-0.53766,-1.8358,-0.056695
5.0349,-0.72215,-0.88307,-0.20966
5.035,-0.62448,0.11657,0.072693
5.0351,-0.4485,1.0235,0.57892
5.0352,-0.34232,1.6727,0.7694
5.0352,-0.10937,1.8937,0.89963
5.0353,0.2628,1.5134,1.2022
5.0354,0.44888,0.70213,1.2702
5.0355,0.572,0.026008,1.0409
5.0355,0.54159,-0.18066,0.98944
5.0356,0.43531,0.041819,1.3008
5.0357,0.39901,0.5792,1.39
5.0358,0.18009,1.0637,1.1131
5.0359,-0.18805,1.1335,0.86829
5.0359,-0.54842,0.85323,0.77277
5.036,-0.90047,0.55881,0.97532
5.0361,-1.2522,0.67248,0.92648
5.0362,-1.2316,1.0076,1.2184
5.0363,-0.89664,1.4413,1.4003
5.0363,-0.2439,1.607,1.1326
5.0364,0.3339,1.4984,0.67257
5.0365,0.6707,0.98982,0.53364
5.0366,0.67051,0.62261,0.78736
5.0366,0.50445,0.48041,0.81487
5.0367,-0.12911,0.53018,0.193
5.0368,-0.89673,0.31416,-0.11451
5.0369,-1.3501,-0.032464,0.33016
5.037,-1.3408,-0.21798,0.79157
5.037,-0.94341,0.1001,0.32922
5.0371,-0.18674,0.54852,-0.11722
5.0372,0.75958,0.7375,0.0094491
5.0373,1.3239,0.58996,0.060624
5.0373,1.2684,0.17149,-0.26804
5.0374,0.58828,-0.13397,-0.5763
5.0375,-0.21265,-0.1307,-0.50286
5.0376,-1.1225,0.24474,-0.57817
5.0377,-1.9993,0.61148,-0.35748
5.0377,-2.484,0.86137,-0.071102
5.0378,-2.4424,0.6649,-0.0024324
5.0379,-2.0379,0.14351,-0.083826
5.038,-0.96933,-0.57237,0.012911
5.038,-0.10759,-0.85856,-0.13987
5.0381,0.46796,-0.91432,0.25372
5.0382,0.932,-0.8376,0.91563
5.0383,1.105,-0.66069,1.2052
5.0384,0.95567,-0.31959,0.88606
5.0384,0.57031,-0.12462,0.7766
5.0385,0.057162,-0.23931,0.85716
5.0386,-0.72449,-0.16251,0.31135
5.0387,-1.4928,-0.087755,-0.16859
5.0388,-2.3338,-0.23005,0.030312
5.0388,-2.7632,-0.2743,0.2627
5.0389,-2.6373,0.3891,0.096175
5.039,-2.1492,1.1809,-0.14492
5.0391,-1.1704,1.7634,-0.30153
5.0391,-0.0086071,2.0519,-0.20769
5.0392,0.44514,1.7025,0.25569
5.0393,0.64132,0.87989,0.57611
5.0394,0.68623,-0.16054,0.40163
5.0395,0.46619,-1.2147,0.36692
5.0395,-0.10244,-1.9402,0.65629
5.0396,-0.76397,-2.2632,0.61962
5.0397,-0.95043,-2.0811,0.47049
5.0398,-0.66958,-1.6716,0.59857
5.0398,-0.61026,-1.1581,0.31135
5.0399,-0.55843,-0.87961,0.080083
5.04,-0.11666,-0.58828,0.47264
5.0401,-0.06053,-0.068015,0.39649
5.0402,-0.40014,0.18683,-0.0085135
5.0402,-0.63749,0.16625,0.083732
5.0403,-0.90842,-0.26869,0.53916
5.0404,-1.3164,-0.61344,0.65695
5.0405,-1.3273,-1.0039,0.60746
5.0405,-1.007,-1.0083,0.73376
5.0406,-0.44411,-0.79298,1.2512
5.0407,-0.24512,-0.58098,1.2501
5.0408,-0.21069,-0.53205,1.4087
5.0409,-0.074564,-0.45692,1.5383
5.0409,0.2366,-0.16784,1.4513
5.041,0.23875,0.40425,0.79008
5.0411,-0.028347,0.77997,0.7055
5.0412,-0.47227,0.73329,1.3902
5.0413,-1.2308,0.30752,1.5163
5.0413,-1.8657,-0.4312,1.1352
5.0414,-1.9462,-1.1999,0.75677
5.0415,-1.9603,-1.7382,0.73797
5.0416,-1.9415,-1.9684,0.54309
5.0416,-1.2919,-1.9619,0.66256
5.0417,-0.25859,-1.6356,0.59763
5.0418,0.70915,-1.3142,0.42745
5.0419,1.4514,-0.84948,0.22771
5.042,1.7123,-0.40734,0.090187
5.042,1.1326,0.26963,-0.19619
5.0421,0.21134,0.92133,-0.5342
5.0422,-0.73076,1.7764,-0.83246
5.0423,-1.4495,2.7322,-0.88971
5.0423,-1.9969,3.3618,-1.19
5.0424,-2.2205,3.29,-1.1576
5.0425,-1.7545,2.5296,-0.55544
5.0426,-0.68202,1.833,-0.32819
5.0427,0.55048,1.4402,-0.89888
5.0427,1.4396,1.5009,-1.2953
5.0428,1.9338,1.8209,-0.8797
5.0429,1.6838,2.3808,-0.41941
5.043,0.99206,2.6176,-0.16176
5.043,0.44514,2.5878,-0.41192
5.0431,-0.07288,2.515,-0.60315
5.0432,-0.79747,2.327,-0.69053
5.0433,-1.1918,2.1253,-0.25578
5.0434,-1.2019,1.9894,-0.028254
5.0434,-0.90749,1.9621,-0.34634
5.0435,-0.40584,1.8421,-0.53822
5.0436,0.35065,1.4557,-0.39611
5.0437,1.4129,0.93284,-0.027131
5.0437,2.1981,0.55853,-0.27599
5.0438,2.4008,0.27636,-0.6039
5.0439,2.2147,-0.19778,-0.24914
5.044,1.5895,-0.61344,0.031154
5.0441,0.4573,-0.7345,-0.617
5.0441,-0.59183,-0.62542,-1.3291
5.0442,-1.1959,-0.56648,-1.1623
5.0443,-1.4698,-0.4819,-0.79934
5.0444,-1.2378,-0.42025,-0.48677
5.0445,-0.29068,-0.50473,-0.75574
5.0445,1.1447,-0.87549,-0.85341
5.0446,2.2902,-1.4125,-0.99543
5.0447,2.8982,-1.7644,-1.3521
5.0448,2.8492,-1.7921,-1.5401
5.0448,2.2422,-1.4791,-1.2652
5.0449,1.496,-0.89589,-0.95024
5.045,0.66415,-0.20273,-0.91619
5.0451,0.14033,0.36992,-1.1374
5.0452,-0.077183,0.75256,-1.5163
5.0452,-0.17813,0.89261,-1.162
5.0453,-0.09973,1.1741,-0.99683
5.0454,0.013191,1.6406,-1.106
5.0455,0.14492,1.9788,-1.1764
5.0455,0.54683,1.9358,-0.8115
5.0456,0.8724,1.7025,-0.57106
5.0457,0.99187,1.3373,-0.54468
5.0458,1.1464,1.0251,-0.21742
5.0459,1.2285,0.81019,-0.24717
5.0459,0.98804,0.71458,-0.83713
5.046,0.24904,0.44065,-1.1166
5.0461,-0.74423,0.083732,-0.527
5.0462,-1.4757,0.051923,0.1771
5.0462,-1.7328,0.4369,0.15062
5.0463,-1.4669,1.0447,-0.56928
5.0464,-0.60848,1.2632,-0.85968
5.0465,0.057724,0.86211,-0.41829
5.0466,0.48976,0.03948,-0.40407
5.0466,0.7752,-0.68557,-0.82769
5.0467,0.76229,-1.198,-1.0641
5.0468,0.45056,-1.3822,-1.0107
5.0469,-0.062589,-1.3656,-0.61616
5.047,-0.44645,-1.1875,-0.52466
5.047,-0.21667,-1.1254,-0.3716
5.0471,0.14595,-1.243,-0.6416
5.0472,0.56769,-1.6382,-0.81749
5.0473,0.93275,-2.1327,-0.95567
5.0473,0.9087,-2.7095,-0.85519
5.0474,0.52616,-3.0304,-0.67238
5.0475,0.080738,-2.7092,-0.84948
5.0476,-0.15689,-2.0317,-0.91965
5.0477,-0.10544,-1.3755,-0.99805
5.0477,-0.050988,-1.4241,-0.44804
5.0478,0.0842,-1.9135,0.019553
5.0479,0.31472,-2.6062,0.26813
5.048,0.43176,-3.2594,0.1423
5.048,0.84144,-3.6514,-0.088503
5.0481,0.97429,-3.4972,-0.37843
5.0482,0.59071,-3.0211,-0.40687
5.0483,0.0074844,-2.5575,0.18356
5.0484,-0.17654,-2.0691,0.73497
5.0484,-0.068857,-1.3719,0.36356
5.0485,-0.1306,-0.74124,-0.15904
5.0486,-0.18356,-0.4704,0.39462
5.0487,-0.23099,-0.27084,0.92994
5.0487,-0.51399,0.018056,0.62851
5.0488,-0.92302,-0.027131,0.15371
5.0489,-1.2213,-0.57789,0.43597
5.049,-1.2864,-1.1325,0.97672
5.0491,-1.3466,-1.355,0.79578
5.0491,-1.3322,-1.1479,0.44907
5.0492,-1.06,-0.57378,0.50988
5.0493,-0.64488,0.23707,1.149
5.0494,-0.54515,1.2921,1.0125
5.0495,-0.69259,2.1949,0.41192
5.0495,-0.87428,2.4928,0.55993
5.0496,-1.104,2.1793,1.0472
5.0497,-1.5603,1.878,1.1362
5.0498,-1.5351,2.0645,0.7432
5.0498,-1.0176,2.7084,0.44476
5.0499,-0.58968,3.4186,0.61775
5.05,-0.34438,3.6892,1.1077
5.0501,-0.078493,3.4682,1.367
5.0502,0.25279,2.7866,1.0979
5.0502,0.30929,2.0623,0.67117
5.0503,0.42072,1.5885,0.35822
5.0504,0.25466,1.4989,0.48106
5.0505,-0.093275,1.7167,0.63515
5.0505,-0.38554,2.1188,0.40706
5.0506,-0.68632,2.2582,0.15137
5.0507,-0.77426,1.9863,-0.061372
5.0508,-0.82638,1.5127,-0.11919
5.0509,-0.69428,1.0605,0.0093555
5.0509,-0.25166,0.85257,0.017588
5.051,0.2671,0.72562,-0.44626
5.0511,0.75481,0.43662,-0.77642
5.0512,1.0179,-0.23763,-0.22276
5.0512,1.0491,-0.94931,0.13332
5.0513,0.75499,-1.5452,-0.076528
5.0514,0.47966,-2.0462,-0.18094
5.0515,0.38882,-2.4466,0.080364
5.0516,0.33465,-2.4657,-0.011227
5.0516,0.70157,-2.4449,0.53916
5.0517,1.3969,-2.1102,0.35298
5.0518,2.11,-1.6629,-0.28796
5.0519,2.5377,-1.6376,0.075686
5.052,2.6515,-1.8121,0.50623
5.052,2.3306,-1.9605,0.12677
5.0521,1.6208,-2.1875,-0.43129
5.0522,0.64609,-2.4366,-0.65835
5.0523,-0.26532,-2.4063,-0.51119
5.0523,-0.76379,-1.7963,-0.50744
5.0524,-0.98486,-0.85135,-0.86333
5.0525,-0.87989,0.21312,-0.69886
5.0526,-0.38975,0.99047,-0.049023
5.0527,0.33614,1.2347,0.7056
5.0527,0.72599,0.87549,0.90683
5.0528,0.97373,0.031528,0.65236
5.0529,1.1961,-1.081,0.99524
5.053,0.94388,-2.0754,1.211
5.053,0.48724,-2.4614,1.2277
5.0531,0.24324,-2.1712,1.2474
5.0532,-0.16915,-1.3797,1.361
5.0533,-0.30817,-0.55301,1.7975
5.0534,-0.4994,0.056788,1.6078
5.0534,-0.61138,0.019553,1.6006
5.0535,-0.59904,-0.41932,1.6734
5.0536,-0.75443,-1.0779,1.6381
5.0537,-0.98654,-1.4349,1.0925
5.0538,-1.0478,-1.6524,0.8957
5.0538,-1.3207,-1.7184,0.59295
5.0539,-1.5552,-1.4946,0.48686
5.054,-1.5168,-1.0021,0.81056
5.0541,-1.293,-0.28881,0.76023
5.0541,-0.86782,0.51203,0.54131
5.0542,-0.18692,1.1843,0.66611
5.0543,0.51989,1.3657,0.90655
5.0544,0.90702,1.2973,0.71813
5.0545,0.87905,1.0559,0.2323
5.0545,0.55488,1.0334,-0.39995
5.0546,0.094491,0.95492,-0.56498
5.0547,-0.65405,0.88485,-0.32801
5.0548,-1.3226,0.87428,-0.44196
5.0548,-1.8447,0.7215,-0.60774
5.0549,-1.7459,0.64609,-0.67201
5.055,-0.89542,0.78615,-0.57789
5.0551,0.033119,1.3746,-0.95286
5.0552,0.87119,2.048,-1.1837
5.0552,1.3694,2.4708,-1.0541
5.0553,1.564,2.3732,-0.80289
5.0554,1.221,1.8547,-0.52662
5.0555,0.41679,1.2352,-0.85669
5.0555,-0.44046,0.90786,-1.492
5.0556,-1.0392,1.2268,-1.5244
5.0557,-1.457,1.9737,-1.1982
5.0558,-1.5478,2.8838,-1.0866
5.0559,-1.1226,3.5934,-1.1322
5.0559,-0.4558,3.5853,-0.91666
5.056,0.23464,2.8703,-0.60184
5.0561,0.7882,1.8902,-0.29638
5.0562,1.1388,1.262,-0.19693
5.0563,1.3405,1.2029,-0.44205
5.0563,1.0168,1.4933,-0.91235
5.0564,0.29507,1.747,-0.86267
5.0565,-0.52709,1.8211,-0.3775
5.0566,-1.1305,1.8711,0.097765
5.0566,-1.2096,2.3075,-0.018805
5.0567,-0.60951,3.1782,-0.37656
5.0568,0.26467,3.9384,-0.47386
5.0569,1.0176,4.2415,-0.53841
5.057,1.5226,3.8806,-0.69624
5.057,1.4853,3.1322,-0.85631
5.0571,0.98926,2.2229,-1.0191
5.0572,0.26149,1.4333,-0.87839
5.0573,-0.28675,1.0847,-0.37347
5.0573,-0.50239,1.1863,-0.1075
5.0574,-0.23857,1.3908,-0.12667
5.0575,0.4892,1.354,0.13257
5.0576,1.2947,1.0091,0.38919
5.0577,1.7522,0.42484,0.18917
5.0577,1.9886,-0.20526,-0.038826
5.0578,1.8085,-0.75078,-0.17008
5.0579,1.1792,-0.96138,-0.26373
5.058,0.49884,-0.77576,-0.33512
5.058,0.017963,-0.26139,-0.50164
5.0581,-0.23408,0.2264,-0.71214
5.0582,-0.23061,0.37432,-0.73535
5.0583,-0.098982,0.27851,-0.63777
5.0584,0.33287,-0.06053,-0.68052
5.0584,0.98972,-0.36477,-0.71439
5.0585,1.6217,-0.5676,-0.85734
5.0586,1.9115,-0.62196,-0.99328
5.0587,1.7929,-0.69016,-0.54047
5.0588,1.4885,-0.88588,0.10207
5.0588,1.1245,-1.0516,0.14548
5.0589,0.74816,-0.89869,-0.60858
5.059,0.46955,-0.64188,-1.008
5.0591,0.12929,-0.46946,-0.90618
5.0591,-0.26645,-0.45431,-0.48883
5.0592,-0.56994,-0.46226,-0.37834
5.0593,-0.60446,-0.57986,-0.55076
5.0594,-0.6431,-1.0025,-0.26383
5.0595,-0.32969,-1.4456,-0.068389
5.0595,0.19843,-1.6059,-0.2759
5.0596,0.55984,-1.6054,-0.38274
5.0597,1.0458,-1.5925,-0.01684
5.0598,1.5628,-1.4362,0.28534
5.0598,1.6499,-1.1604,0.33034
5.0599,1.4534,-0.83367,0.17991
5.06,0.97195,-0.65199,0.027225
5.0601,0.21639,-0.53093,-0.076622
5.0602,-0.62813,-0.51605,-0.18225
5.0602,-1.3592,-0.55563,-0.34428
5.0603,-1.5453,-0.59754,-0.12134
5.0604,-1.3302,-0.4907,0.1728
5.0605,-0.94893,-0.34288,-0.084293
5.0605,-0.35504,-0.27954,-0.11891
5.0606,0.22332,-0.29255,0.29835
5.0607,0.62551,-0.33446,0.40444
5.0608,0.83554,-0.26233,-0.035645
5.0609,0.60137,-0.31743,-0.25485
5.0609,0.24886,-0.71168,0.4065
5.061,0.0079522,-1.0869,0.99665
5.0611,-0.031528,-1.0899,0.87839
5.0612,0.27243,-0.82909,0.44111
5.0613,0.71879,-0.68118,0.56816
5.0613,1.0934,-0.70073,0.8637
5.0614,1.1615,-1.1314,0.89645
5.0615,0.91404,-1.8974,0.65517
5.0616,0.62841,-2.6966,0.46151
5.0616,0.25232,-3.1828,0.48939
5.0617,-0.049304,-3.0337,0.53233
5.0618,-0.20554,-2.3331,0.39976
5.0619,-0.26691,-1.3872,0.23342
5.062,-0.045842,-0.75799,0.19291
5.062,0.018805,-0.60596,0.23791
5.0621,-0.084387,-0.93144,0.1336
5.0622,-0.097485,-1.3875,0.083732
5.0623,-0.11189,-1.5944,0.22668
5.0623,-0.12162,-1.5398,0.36328
5.0624,0.12069,-1.2859,0.83461
5.0625,0.55525,-0.90131,0.76182
5.0626,0.80439,-0.74133,0.57284
5.0627,0.8507,-0.95006,0.79634
5.0627,0.78905,-1.1403,0.98402
5.0628,0.6068,-0.86754,0.72795
5.0629,0.16035,-0.36636,0.42006
5.063,-0.44027,0.082422,0.80935
5.063,-1.028,0.3934,0.98458
5.0631,-1.5466,0.64039,0.77324
5.0632,-2.0043,0.46469,0.55768
5.0633,-2.3606,-0.135,0.48134
5.0634,-2.4338,-0.72384,0.70363
5.0634,-2.1486,-0.86754,0.76351
5.0635,-1.7983,-0.37441,0.69886
5.0636,-1.2827,0.392,0.86258
5.0637,-0.56339,1.2611,1.5681
5.0637,0.0054262,1.7667,1.9225
5.0638,0.18889,1.8018,1.3726
5.0639,0.25166,1.2568,1.0504
5.064,-0.058753,0.38685,0.93555
5.0641,-0.66752,-0.15689,1.0971
5.0641,-1.279,0.13566,0.64881
5.0642,-1.6716,0.8798,0.31771
5.0643,-1.8402,1.5012,0.27889
5.0644,-2.0457,1.9576,0.031528
5.0645,-2.0198,1.9863,0.22912
5.0645,-1.6476,1.6018,0.34644
5.0646,-1.37,1.135,0.10843
5.0647,-0.99833,0.71383,-0.26252
5.0648,-0.49014,0.040977,0.57237
5.0648,-0.15783,-0.77408,1.2154
5.0649,0.20863,-1.5301,1.102
5.065,0.74068,-2.1862,0.93209
5.0651,1.1828,-2.6721,0.6953
5.0652,1.1858,-2.589,0.42119
5.0652,1.1372,-2.0091,0.44027
5.0653,0.8551,-0.93228,0.61559
5.0654,0.26523,0.25363,0.19329
5.0655,-0.061466,1.1258,0.087849
5.0655,-0.50436,1.4302,0.19413
5.0656,-1.0178,1.0933,0.05604
5.0657,-1.3181,0.33502,-0.1858
5.0658,-1.0732,-0.6968,-0.031248
5.0659,-0.77557,-1.4256,0.099543
5.0659,-0.47938,-1.755,-0.27758
5.066,-0.05211,-1.8215,0.11797
5.0661,0.37469,-1.5497,0.46067
5.0662,0.57836,-1.1072,0.47975
5.0662,0.63889,-0.68876,0.45842
5.0663,0.82984,-0.498,0.77614
5.0664,0.73497,-0.37619,1.021
5.0665,0.5211,-0.20994,0.678
5.0666,0.22725,-0.1496,0.69007
5.0666,-0.14595,-0.19039,0.91291
5.0667,-0.49959,-0.1234,0.81683
5.0668,-0.91628,0.17111,0.16756
5.0669,-1.165,0.36,-0.00056133
5.067,-1.245,0.4486,0.30181
5.067,-1.106,0.40463,0.44065
5.0671,-0.91441,0.32146,0.42343
5.0672,-0.50529,0.44158,0.25054
5.0673,0.1292,0.72187,0.34559
5.0673,0.44224,0.80991,0.58023
5.0674,0.37647,0.55815,0.83208
5.0675,0.15465,0.41838,0.50567
5.0676,0.17963,0.33521,0.23015
5.0677,0.09131,0.30003,0.30003
5.0677,-0.26748,0.50838,0.18561
5.0678,-0.69063,0.83882,0.22837
5.0679,-0.94435,0.96746,0.033961
5.068,-0.91123,0.68548,-0.035645
5.068,-0.70803,0.3658,-0.064553
5.0681,-0.064085,0.2221,-0.039855
5.0682,0.50249,0.53654,-0.21115
5.0683,0.99103,0.95417,-0.073815
5.0684,1.3544,1.2685,0.38919
5.0684,1.4062,1.3813,0.024886
5.0685,0.80383,1.1781,-0.4849
5.0686,-0.01104,0.69325,-0.64684
5.0687,-1.0308,0.17186,-0.389
5.0687,-2.1942,0.079148,-0.17457
5.0688,-2.3219,0.60474,0.043503
5.0689,-1.5194,1.7179,0.080177
5.069,-0.36561,2.8254,-0.072412
5.0691,0.84827,3.4579,0.012256
5.0691,1.9584,3.3662,0.1191
5.0692,2.3334,2.783,-0.14043
5.0693,1.9002,1.8765,-0.24091
5.0694,1.0107,0.9407,-0.0392
5.0695,-0.29133,0.51437,0.092339
5.0695,-1.4274,0.59174,0.12733
5.0696,-2.1618,1.0199,-0.10151
5.0697,-2.3806,1.312,-0.23342
5.0698,-2.0243,1.4382,0.12331
5.0698,-1.0765,1.5442,0.17776
5.0699,-0.20882,1.6452,-0.28927
5.07,0.34662,1.3946,-0.34513
5.0701,0.70279,0.97943,0.079709
5.0702,0.62121,0.9015,0.40051
5.0702,0.54421,1.353,0.047058
5.0703,0.73441,2.0836,-0.34896
5.0704,0.72365,2.6586,-0.44177
5.0705,0.4877,2.6673,-0.24044
5.0705,0.30546,2.1485,0.011882
5.0706,0.20086,1.5556,-0.36262
5.0707,0.14043,1.1712,-0.89841
5.0708,0.035458,1.277,-1.2885
5.0709,-0.32005,1.7411,-1.1815
5.0709,-0.86305,2.1579,-0.92751
5.071,-1.194,2.2432,-1.064
5.0711,-1.2805,2.0407,-1.2211
5.0712,-0.92049,1.7513,-1.0699
5.0712,-0.22173,1.7169,-1.0169
5.0713,0.3774,1.9278,-1.2054
5.0714,0.65938,2.1892,-1.0595
5.0715,0.7477,2.2366,-0.88906
5.0716,0.79307,2.2015,-0.90646
5.0716,0.7563,2.1362,-1.0504
