t, x, y, z
1.0002,0.92395,0.35383,-0.17186
1.0003,1.083,0.031715,-0.63758
1.0004,1.0105,-0.67977,-0.77258
1.0005,0.57331,-1.5347,-0.41548
1.0005,-0.11984,-2.0653,-0.14539
1.0006,-0.63889,-1.8777,-0.61213
1.0007,-0.84799,-1.1544,-1.1966
1.0008,-0.90711,-0.45328,-0.9741
1.0009,-0.70457,-0.04472,-0.22743
1.0009,-0.20994,0.30284,-0.084948
1.001,0.43934,0.37881,-0.53551
1.0011,1.0387,0.051923,-0.76491
1.0012,1.4861,-0.51128,-0.54262
1.0013,1.7072,-0.871,-0.42063
1.0013,1.668,-0.92461,-0.49014
1.0014,1.3732,-0.76772,-0.81159
1.0015,1.1361,-0.65807,-0.54805
1.0016,1.0193,-0.50183,-0.2584
1.0016,0.79878,-0.24717,-0.33409
1.0017,0.53551,-0.031435,-0.46123
1.0018,0.42128,0.05183,-0.69437
1.0019,0.22996,-0.044158,-0.58379
1.002,-0.03948,-0.1422,-0.47629
1.002,-0.18365,-0.30293,-0.26869
1.0021,-0.17355,-0.38629,-0.087661
1.0022,0.059033,-0.54197,0.29564
1.0023,0.49322,-0.97494,0.75911
1.0023,1.186,-1.3944,0.75181
1.0024,1.775,-1.6731,0.37432
1.0025,2.139,-1.7787,0.12761
1.0026,2.176,-1.7482,0.47957
1.0027,1.8019,-1.2318,0.60615
1.0027,1.3858,-0.37272,0.19347
1.0028,0.65639,0.26083,-0.12181
1.0029,-0.10806,0.28562,0.3295
1.003,-0.63814,0.077838,0.68707
1.003,-0.64273,-0.16316,0.63403
1.0031,-0.38245,-0.16924,-0.015904
1.0032,-0.062401,-0.27253,-0.17205
1.0033,0.33381,-0.27019,0.16868
1.0034,0.61531,-0.07999,0.35121
1.0034,0.63496,0.0043971,0.53046
1.0035,0.64843,0.0031809,0.5691
1.0036,0.75967,-0.026102,0.63571
1.0037,0.62514,-0.085323,0.41071
1.0037,0.28254,-0.33764,0.37703
1.0038,-0.062589,-0.66976,0.73525
1.0039,-0.33568,-1.0614,1.0076
1.004,-0.64104,-1.2792,0.64815
1.0041,-0.71055,-1.5017,0.26457
1.0041,-0.72449,-1.7064,0.2904
1.0042,-0.88064,-1.7456,0.61344
1.0043,-1.0487,-1.4887,0.82553
1.0044,-0.89102,-1.0871,0.68043
1.0045,-0.7447,-0.66827,0.20012
1.0045,-1.131,-0.69643,0.16297
1.0046,-1.4864,-1.1802,0.5415
1.0047,-1.714,-1.8343,0.95483
1.0048,-1.8747,-2.3086,0.73684
1.0048,-1.5075,-2.2534,0.13715
1.0049,-0.76884,-1.7293,-0.047058
1.005,-0.1873,-1.1004,0.36711
1.0051,0.31556,-0.66546,0.70195
1.0052,0.662,-0.56994,0.69409
1.0052,0.5546,-0.91834,0.80935
1.0053,0.4006,-1.4567,0.8188
1.0054,0.15296,-2.0567,0.73404
1.0055,-0.347,-2.404,0.63749
1.0055,-0.71121,-2.365,0.41501
1.0056,-0.94257,-2.1322,0.23857
1.0057,-1.0217,-1.7059,0.37403
1.0058,-0.90693,-1.2306,0.50595
1.0059,-0.90908,-0.75256,0.31771
1.0059,-0.87905,-0.67622,0.26476
1.006,-0.76023,-0.77726,0.42222
1.0061,-0.4515,-0.81908,0.46432
1.0062,-0.18543,-0.5327,0.17392
1.0063,0.069792,-0.064366,0.14136
1.0063,0.053794,0.19712,0.38442
1.0064,-0.018711,0.31294,0.63983
1.0065,-0.22098,0.12948,0.60998
1.0066,-0.61915,0.012443,0.37843
1.0066,-0.74751,0.013191,0.36795
1.0067,-0.94903,0.27206,0.059127
1.0068,-1.3827,0.76407,-0.14595
1.0069,-1.6353,1.2384,-0.17953
1.007,-1.6344,1.5738,0.26158
1.007,-1.69,1.8349,0.11779
1.0071,-1.6742,2.1731,-0.14772
1.0072,-1.1523,2.2538,0.069792
1.0073,-0.72272,1.9654,0.17991
1.0073,-0.63084,1.3148,0.81702
1.0074,-0.38133,0.68043,0.86754
1.0075,-0.075873,-0.0027131,0.90964
1.0076,0.028722,-0.67528,0.76304
1.0077,-0.007578,-1.2869,0.66902
1.0077,-0.46853,-1.6512,0.44401
1.0078,-1.1198,-1.7216,0.2729
1.0079,-1.5914,-1.5569,0.46516
1.008,-1.728,-0.97363,0.47676
1.008,-1.6114,0.1393,0.3861
1.0081,-1.2337,1.2869,0.013753
1.0082,-0.5748,1.884,-0.070915
1.0083,0.0029938,1.8511,0.15409
1.0084,0.50698,1.4112,0.30284
1.0084,0.74208,0.89561,-0.20021
1.0085,0.76846,0.33006,-0.63749
1.0086,0.41735,-0.089907,-0.56143
1.0087,-0.27711,-0.28207,-0.35691
1.0087,-0.88073,-0.076996,-0.06025
1.0088,-0.85987,0.4138,-0.11217
1.0089,-0.36561,0.84509,-0.27926
1.009,0.1002,1.0779,-0.25915
1.0091,0.43297,0.74143,0.45711
1.0091,0.9175,0.20002,0.85444
1.0092,1.2804,-0.33399,0.35074
1.0093,1.0692,-0.79887,-0.14744
1.0094,0.67725,-1.1067,0.081206
1.0095,-0.035925,-1.1383,0.72272
1.0095,-0.7258,-0.91675,0.7766
1.0096,-1.1693,-0.49369,0.34906
1.0097,-1.3737,-0.083639,0.41885
1.0098,-1.111,0.46815,0.82535
1.0098,-0.60025,1.0512,0.95782
1.0099,-0.35925,1.6073,0.70644
1.01,-0.34681,1.8194,0.68997
1.0101,-0.15614,1.4476,1.1835
1.0102,-0.11489,0.89458,1.2764
1.0102,-0.4326,0.52054,0.72131
1.0103,-0.68165,0.51615,0.42989
1.0104,-1.0339,0.77913,0.61709
1.0105,-1.4996,1.2084,0.69558
1.0105,-1.8255,1.5243,0.32922
1.0106,-2.124,1.5806,0.055198
1.0107,-2.1555,1.6972,0.38592
1.0108,-1.7444,1.9696,0.5966
1.0109,-0.99384,2.3975,0.56292
1.0109,-0.1843,2.6728,0.29395
1.011,0.40453,2.5894,0.23838
1.0111,0.86006,1.9885,0.77997
1.0112,1.0652,1.3979,0.59576
1.0113,1.0815,1.1515,-0.22659
1.0113,0.52354,1.0752,-0.66742
1.0114,-0.19806,1.2593,-0.40837
1.0115,-0.83667,1.6959,-0.38152
1.0116,-1.3392,2.3154,-0.92798
1.0116,-1.5636,2.7327,-1.4297
1.0117,-1.7048,2.6624,-1.3502
1.0118,-1.6049,2.2952,-1.1351
1.0119,-1.1411,1.8062,-1.2619
1.012,-0.73703,1.3908,-1.4425
1.012,-0.37422,0.9305,-1.3428
1.0121,0.32351,0.4761,-0.49987
1.0122,1.007,0.26018,-0.43569
1.0123,1.2197,0.16176,-0.94173
1.0123,1.3212,0.049771,-0.66462
1.0124,1.3762,-0.098607,0.10029
1.0125,1.3649,0.056227,0.42222
1.0126,1.2183,0.46918,-0.19983
1.0127,0.91918,0.61616,-0.63487
1.0127,0.6112,0.35785,-0.19656
1.0128,0.4486,0.02395,0.17822
1.0129,0.662,-0.0072038,-0.040884
1.013,0.99412,0.34325,-0.46675
1.013,1.1781,0.75827,-0.48883
1.0131,1.3279,0.88644,-0.25101
1.0132,1.2644,0.70728,-0.052391
1.0133,0.88644,0.23482,-0.062869
1.0134,0.47077,-0.3745,-0.11517
1.0134,0.19693,-0.86726,-0.04369
1.0135,0.22631,-0.76023,-0.13818
1.0136,0.22407,-0.11339,-0.35588
1.0137,0.3136,0.4733,-0.15044
1.0137,0.43943,1.043,0.15119
1.0138,0.39406,1.3232,-0.020114
1.0139,0.46965,1.1963,-0.30836
1.014,0.55853,0.80261,-0.40959
1.0141,0.40631,0.5343,-0.28806
1.0141,0.20236,0.53476,-0.065769
1.0142,-0.078025,0.72945,-0.086445
1.0143,-0.14529,0.77398,-0.025915
1.0144,0.012817,0.45852,-0.04369
1.0145,-0.13266,-0.034428,-0.32043
1.0145,-0.58566,-0.81159,-0.4863
1.0146,-0.7477,-1.5215,-9.3555e-05
1.0147,-0.39593,-1.5451,-0.04079
1.0148,0.12957,-0.60905,-0.88831
1.0148,0.45852,0.55441,-1.1447
1.0149,0.52672,1.1502,-0.58678
1.015,0.45075,1.0968,-0.21452
1.0151,0.20947,0.53327,-0.9349
1.0152,0.21162,-0.40126,-1.4865
1.0152,0.13304,-1.1704,-1.5366
1.0153,-0.098327,-1.5159,-1.0372
1.0154,-0.1728,-1.5022,-0.62794
1.0155,0.074844,-1.4594,-0.70167
1.0155,0.43251,-1.6759,-0.92985
1.0156,0.91769,-2.1935,-1.0185
1.0157,1.145,-2.6862,-0.95997
1.0158,1.1549,-2.813,-0.9799
1.0159,1.1004,-2.5755,-0.66611
1.0159,0.65087,-2.272,-0.6924
1.016,0.05763,-2.228,-0.77015
1.0161,-0.17018,-2.4113,-0.61026
1.0162,-0.10516,-2.6576,-0.72711
1.0163,-0.087849,-2.5394,-1.1329
1.0163,0.26373,-2.1841,-1.09
1.0164,0.72477,-1.7845,-0.62804
1.0165,1.1159,-1.6053,-0.31734
1.0166,1.3696,-1.7095,-0.36038
1.0166,1.2757,-2.03,-0.64179
1.0167,1.0472,-2.417,-0.49846
1.0168,0.69568,-2.4747,-0.14174
1.0169,0.24212,-2.0629,0.089907
1.017,-0.039855,-1.3099,0.29236
1.017,-0.26963,-0.63487,0.37853
1.0171,-0.4384,-0.50211,0.6866
1.0172,-0.62401,-1.0766,1.0616
1.0173,-0.76697,-1.811,0.75499
1.0173,-0.87708,-2.3025,0.2308
1.0174,-0.95052,-2.32,0.16017
1.0175,-0.97363,-1.771,0.43391
1.0176,-0.90992,-0.9029,0.62018
1.0177,-0.89345,-0.13584,0.46946
1.0177,-0.59277,0.12078,0.58276
1.0178,-0.23389,-0.034616,0.55535
1.0179,0.05473,-0.47769,0.52232
1.018,0.29975,-0.97672,0.84827
1.018,0.47367,-1.3156,1.0485
1.0181,0.60025,-1.2989,1.0253
1.0182,0.93874,-0.95679,0.7085
1.0183,1.1637,-0.63365,0.46011
1.0184,1.1488,-0.37319,0.55619
1.0184,0.97532,-0.0012162,0.44458
1.0185,0.40089,0.046778,0.29985
1.0186,-0.19179,-0.25064,0.14239
1.0187,-0.72187,-0.63487,-0.34887
1.0187,-1.2828,-0.95052,-0.77632
1.0188,-1.6291,-1.0885,-0.79943
1.0189,-1.5426,-0.92002,-0.40491
1.019,-1.0649,-0.35663,-0.22407
1.0191,-0.15483,-0.090094,-0.051736
1.0191,0.62252,-0.24614,0.20769
1.0192,1.1546,-0.8231,0.48808
1.0193,1.5668,-1.4856,0.66583
1.0194,1.6308,-1.8696,0.48958
1.0195,1.0298,-1.7704,0.10198
1.0195,0.62561,-1.3247,0.54983
1.0196,0.091123,-0.54318,0.97111
1.0197,-0.53252,0.29582,0.91806
1.0198,-0.5009,0.93696,0.79981
1.0198,-0.088597,1.4373,0.59408
1.0199,0.057443,1.7297,0.1001
1.02,0.054262,1.7701,-0.37048
1.0201,-0.087474,1.5288,-0.44523
1.0202,-0.52466,1.389,-0.54169
1.0202,-1.0714,1.563,-0.37637
1.0203,-1.3912,1.9286,-0.059221
1.0204,-1.3954,2.2915,0.076061
1.0205,-1.3805,2.3008,0.14941
1.0205,-1.1031,1.6506,0.27599
1.0206,-0.63131,0.83994,0.43924
1.0207,-0.27169,0.42465,0.32698
1.0208,-0.059875,0.54187,0.25606
1.0209,0.000842,0.83592,0.55413
1.0209,-0.22678,1.1078,1.0027
1.021,-0.45552,1.3321,1.174
1.0211,-0.58248,1.3293,0.97335
1.0212,-0.53813,1.146,0.59539
1.0213,-0.35963,1.0676,0.12864
1.0213,-0.33184,1.0831,0.032744
1.0214,-0.71018,0.96671,0.10329
1.0215,-1.1399,0.79092,0.19946
1.0216,-1.4053,0.69961,-0.1292
1.0216,-1.4773,0.78044,-0.6257
1.0217,-1.4434,1.2408,-0.61634
1.0218,-1.3221,1.8502,-0.28824
1.0219,-0.9537,2.1753,0.25026
1.022,-0.33624,1.9339,0.39611
1.022,0.093275,1.1157,0.25138
1.0221,0.61372,0.12013,0.54562
1.0222,0.98243,-0.6518,0.68062
1.0223,0.88082,-0.93331,0.54693
1.0223,0.83405,-0.87661,0.56405
1.0224,0.94369,-0.59267,0.67061
1.0225,0.64085,-0.29592,0.21845
1.0226,0.0035551,-0.26439,-0.23829
1.0227,-0.38779,-0.40313,-0.16438
1.0227,-0.85828,-0.44589,0.15184
1.0228,-1.5339,-0.089813,0.25569
1.0229,-1.6607,0.43587,0.13958
1.023,-1.162,1.0525,-0.071944
1.023,-0.54562,1.1081,0.076435
1.0231,0.01553,0.53813,0.44261
1.0232,0.64001,-0.31846,0.4863
1.0233,1.1196,-0.94435,0.18908
1.0234,1.2509,-1.1309,0.44364
1.0234,1.1197,-0.87764,0.90543
1.0235,0.73076,-0.1001,0.81983
1.0236,0.10862,0.77529,0.2235
1.0237,-0.34073,1.29,-0.11114
1.0237,-0.39565,1.3793,0.30677
1.0238,-0.33231,1.4408,0.57761
1.0239,0.063618,1.6134,0.38114
1.024,0.53411,1.8603,-0.045374
1.0241,0.7723,1.8343,0.031154
1.0241,0.63028,1.3706,0.31631
1.0242,0.21321,0.70868,0.2395
1.0243,-0.20563,0.34204,-0.43279
1.0244,-0.4109,0.21724,-0.44879
1.0245,-0.45852,0.3382,-0.15409
1.0245,-0.24624,0.62879,-0.039574
1.0246,-0.026757,0.99225,0.21097
1.0247,0.34625,1.1823,0.27842
1.0248,0.72113,1.2628,0.0073909
1.0248,0.98682,1.2662,-0.44981
1.0249,1.0737,1.2108,-0.43335
1.025,1.0118,1.3796,-0.037516
1.0251,0.92751,1.6438,0.28778
1.0252,1.0913,1.9468,0.075031
1.0252,1.3182,1.9942,-0.51484
1.0253,1.0739,1.8051,-0.8129
1.0254,0.50604,1.5129,-0.55282
1.0255,-0.24081,1.4027,-0.25634
1.0255,-1.1654,1.5566,-0.68071
1.0256,-1.7697,1.6316,-0.52737
1.0257,-1.7333,1.5744,0.4456
1.0258,-0.89635,1.5782,0.646
1.0259,0.18702,1.7723,0.036487
1.0259,1.333,1.7793,-0.17083
1.026,2.338,1.6247,0.43419
1.0261,2.8898,1.4876,0.96989
1.0262,2.5226,1.6476,0.26074
1.0263,1.4219,1.6034,-0.20021
1.0263,0.16382,1.3807,0.16232
1.0264,-0.8725,1.3395,0.58023
1.0265,-1.3886,1.6853,0.40959
1.0266,-1.5312,2.2407,-0.43793
1.0266,-1.3848,2.4638,-0.8173
1.0267,-0.97906,2.2564,-0.26261
1.0268,-0.53439,1.3848,0.3528
1.0269,-0.21181,0.49229,0.098046
1.027,0.254,-0.19955,-0.36524
1.027,0.8304,-0.55001,-0.34971
1.0271,1.2658,-0.55039,0.016559
1.0272,1.4482,-0.39162,0.10123
1.0273,1.5072,-0.2119,-0.14829
1.0273,1.0755,-0.1321,-0.8101
1.0274,0.38882,-0.32351,-1.0352
1.0275,-0.4283,-0.60465,-0.86436
1.0276,-1.1831,-0.50548,-0.80458
1.0277,-1.3983,0.11058,-0.88026
1.0277,-0.86707,0.86071,-1.1614
1.0278,0.21518,1.1949,-1.0743
1.0279,1.2024,1.0168,-1.0982
1.028,1.9521,0.39583,-1.1166
1.028,2.4204,-0.45664,-1.394
1.0281,2.1267,-1.226,-1.6593
1.0282,1.0744,-1.6059,-1.5276
1.0283,0.15362,-1.4991,-1.1501
1.0284,-0.45075,-0.86932,-0.8943
1.0284,-0.61344,-0.18421,-1.0616
1.0285,-0.33717,0.075499,-1.1058
1.0286,0.078587,-0.35588,-0.88101
1.0287,0.69194,-1.2464,-0.49931
1.0287,1.4043,-2.1085,-0.56788
1.0288,1.7585,-2.6941,-1.0909
1.0289,1.6337,-2.9509,-1.2107
1.029,1.3351,-2.9804,-0.56255
1.0291,1.0762,-2.93,0.081019
1.0291,0.79747,-3.0678,0.062027
1.0292,0.61241,-3.4259,-0.27908
1.0293,0.80299,-4.0991,-0.30377
1.0294,1.1053,-4.6421,-0.36328
1.0295,1.2157,-4.8105,-0.41342
1.0295,1.0923,-4.4732,-0.41604
1.0296,0.97625,-3.9138,-0.17429
1.0297,0.89925,-3.3786,-0.23894
1.0298,0.99113,-3.1269,-0.60979
1.0298,0.91778,-3.1766,-0.93584
1.0299,0.78343,-3.3653,-0.8609
1.03,0.7679,-3.3319,-0.59033
1.0301,0.80261,-2.8719,-0.78624
1.0302,0.69577,-2.3365,-1.0564
1.0302,0.52709,-1.9649,-0.74358
1.0303,0.44074,-1.8839,-0.0064553
1.0304,0.42306,-1.9641,0.13725
1.0305,0.58547,-2.1376,-0.17701
1.0305,0.88372,-2.4231,-0.23389
1.0306,1.1159,-2.6847,0.22313
1.0307,0.87315,-2.7699,0.678
1.0308,0.52335,-2.6486,0.6198
1.0309,0.25279,-2.3186,0.33848
1.0309,-0.1335,-2.1034,0.49743
1.031,-0.49276,-1.7831,0.93527
1.0311,-0.85491,-1.2968,0.81702
1.0312,-1.0469,-0.86679,0.77847
1.0312,-1.0532,-0.58874,1.0173
1.0313,-1.2165,-0.43915,1.2516
1.0314,-1.3196,-0.30508,1.2392
1.0315,-1.3642,-0.2642,1.1063
1.0316,-1.4274,-0.2584,1.3159
1.0316,-1.4273,-0.31921,1.7028
1.0317,-1.277,-0.29245,2.1106
1.0318,-0.76257,-0.13135,2.062
1.0319,-0.2598,0.15081,1.4715
1.032,0.079335,0.22622,1.4101
1.032,0.022921,0.22079,1.5811
1.0321,-0.51044,0.21312,1.7824
1.0322,-0.90627,0.47133,1.6048
1.0323,-1.0797,1.0087,1.0858
1.0323,-1.1511,1.5127,0.91338
1.0324,-1.1249,1.6479,1.1923
1.0325,-1.059,1.4597,1.2026
1.0326,-0.91797,1.1564,0.70485
1.0327,-0.75845,0.64591,0.41838
1.0327,-0.77838,0.031809,0.57088
1.0328,-0.9523,-0.26663,0.89243
1.0329,-1.137,0.035177,0.58846
1.033,-0.90141,0.46731,0.4486
1.033,-0.56049,0.8391,0.3368
1.0331,-0.097204,1.0612,0.26935
1.0332,0.22088,1.1822,0.1278
1.0333,0.57434,1.164,-0.03527
1.0334,0.75902,1.3326,-0.46525
1.0334,0.56049,1.4381,-0.82067
1.0335,-0.037609,1.3999,-0.61531
1.0336,-0.62355,1.4857,-0.47395
1.0337,-1.054,1.4921,-0.52335
1.0338,-1.2863,1.1763,-0.74246
1.0338,-1.3552,0.53794,-0.84078
1.0339,-1.3733,-0.29489,-0.39022
1.034,-1.0053,-1.0569,0.11395
1.0341,-0.43924,-1.3894,-0.089345
1.0341,-0.10909,-1.4029,-0.40622
1.0342,0.302,-1.3184,0.14969
1.0343,0.95108,-1.2048,0.92208
1.0344,1.2011,-1.0631,0.90038
1.0345,1.3779,-0.95773,0.38068
1.0345,1.6509,-1.0969,0.34541
1.0346,1.4811,-1.2799,0.2642
1.0347,0.86829,-1.3266,-0.071102
1.0348,0.075593,-1.1785,-0.40435
1.0348,-0.90618,-0.74667,-0.76734
1.0349,-1.6414,-0.29676,-0.72824
1.035,-2.0507,0.15942,-0.4471
1.0351,-1.9856,0.58612,-0.26046
1.0352,-1.3232,1.0329,-0.24296
1.0352,-0.53458,1.0952,0.049771
1.0353,0.27842,0.86455,0.43457
1.0354,1.191,0.58107,0.49463
1.0355,1.7193,0.17289,0.16915
1.0355,1.5598,-0.37815,0.25569
1.0356,0.95052,-0.90983,1.0171
1.0357,0.41847,-0.98654,1.4153
1.0358,0.11863,-0.80504,1.112
1.0359,-0.15942,-0.3222,0.68333
1.0359,-0.16531,0.10413,0.90506
1.036,-0.13378,0.41642,1.3459
1.0361,-0.25325,0.41988,1.3643
1.0362,-0.52756,0.30153,0.99777
1.0362,-0.71383,0.31023,0.82974
1.0363,-0.86558,0.31566,1.0325
1.0364,-0.86801,0.65807,1.2022
1.0365,-0.76931,1.3067,1.1287
1.0366,-0.58388,1.8868,1.1567
1.0366,-0.28011,1.9507,1.5113
1.0367,-0.089345,1.5452,1.8708
1.0368,-0.064927,0.99618,1.777
1.0369,-0.17747,0.6562,1.2299
1.037,-0.44504,0.58874,1.2471
1.037,-0.82432,1.0328,1.5023
1.0371,-1.1606,1.7194,1.6001
1.0372,-1.0431,2.2735,1.5981
1.0373,-0.76098,2.3334,1.4221
1.0373,-0.60287,1.7545,1.1392
1.0374,-0.63047,0.6982,0.67472
1.0375,-0.83554,-0.31463,0.54664
1.0376,-0.84761,-0.77726,0.74994
1.0377,-0.91357,-0.37291,0.3252
1.0377,-1.17,0.42727,-0.27047
1.0378,-1.1554,0.96858,-0.14136
1.0379,-0.69325,1.0877,0.31987
1.038,-0.347,0.9842,0.35542
1.038,-0.22706,1.0104,-0.21321
1.0381,0.10319,1.1184,-0.47919
1.0382,0.32576,1.4243,-0.65246
1.0383,0.1161,1.6316,-0.83236
1.0384,-0.21256,1.4557,-0.59324
1.0384,-0.54702,1.0153,-0.34363
1.0385,-0.6358,0.3978,-0.26935
1.0386,-0.25419,-0.28113,-0.44972
1.0387,0.34559,-0.75041,-0.61503
1.0388,0.71018,-0.74816,-0.75144
1.0388,0.8377,-0.61541,-0.87774
1.0389,0.53196,-0.495,-1.1287
1.039,0.03368,-0.42455,-1.3241
1.0391,-0.4297,-0.072505,-1.321
1.0391,-0.77239,0.40715,-1.042
1.0392,-1.1141,0.93817,-0.74498
1.0393,-1.0733,1.6206,-0.81131
1.0394,-0.60381,2.094,-1.185
1.0395,0.043597,1.9952,-1.1981
1.0395,0.51353,1.5699,-1.3494
1.0396,0.86819,1.2502,-1.3343
1.0397,1.0465,1.2046,-1.2508
1.0398,0.94126,1.3332,-1.2171
1.0398,0.97578,1.4251,-0.70307
1.0399,0.94987,1.5183,-0.65021
1.04,0.72318,1.3284,-0.7622
1.0401,0.45571,0.82151,-0.81309
1.0402,0.38695,0.26691,-0.76004
1.0402,0.20882,-0.057443,-0.79279
1.0403,0.025728,-0.022547,-0.74844
1.0404,-0.01974,0.4311,-0.58435
1.0405,0.36851,1.0866,-0.46563
1.0405,0.69268,1.6536,-0.80907
1.0406,0.9567,1.5861,-1.0386
1.0407,0.91104,0.91188,-0.81421
1.0408,0.4994,-0.31753,-0.21901
1.0409,0.096081,-1.374,-0.29956
1.0409,-0.016653,-1.7547,-0.87577
1.041,0.034054,-1.4422,-0.98364
1.0411,0.20854,-0.73273,-0.4123
1.0412,0.38433,0.013472,-0.13042
1.0412,0.6881,0.44168,-0.53813
1.0413,0.88082,0.10824,-0.66509
1.0414,0.80579,-0.64731,-0.58098
1.0415,0.84546,-1.025,-0.60717
1.0416,0.57546,-0.48041,-1.0096
1.0416,0.2119,0.42437,-1.1374
1.0417,-0.081206,0.97139,-0.83489
1.0418,-0.19862,0.86389,-0.48611
1.0419,-0.25316,0.14669,-0.511
1.042,-0.35027,-0.84424,-0.91263
1.042,-0.087194,-1.6683,-1.0587
1.0421,0.33933,-1.8718,-0.75078
1.0422,0.47208,-1.3706,-0.52756
1.0423,0.59651,-0.60016,-0.60025
1.0423,0.95819,-0.27889,-0.42025
1.0424,1.3102,-0.77745,-0.23342
1.0425,1.5512,-1.8419,-0.52597
1.0426,1.445,-3.0027,-1.1313
1.0427,1.0709,-3.8073,-1.2495
1.0427,0.65077,-3.9572,-1.2448
1.0428,-0.0091684,-3.4715,-1.5249
1.0429,-0.66106,-2.6298,-1.6178
1.043,-1.1132,-1.9783,-1.4996
1.043,-1.2647,-1.7183,-1.1474
1.0431,-0.76949,-1.6942,-0.74882
1.0432,0.20086,-1.5334,-0.51633
1.0433,1.2046,-1.3066,-0.74349
1.0434,1.9404,-1.3338,-0.97475
1.0434,2.1519,-1.6509,-0.84116
1.0435,1.7949,-2.0917,-0.77361
1.0436,1.0439,-2.3801,-0.68426
1.0437,0.34279,-2.3098,-0.36515
1.0438,-0.10441,-1.7289,-0.33923
1.0438,-0.21789,-1.1557,-0.15381
1.0439,-0.26411,-0.87699,0.10712
1.044,0.014127,-1.0747,0.33072
1.0441,0.49902,-1.4849,0.20554
1.0441,0.53663,-1.9435,-0.17626
1.0442,0.45253,-2.1397,-0.12331
1.0443,0.37516,-1.9332,0.27861
1.0444,-0.076528,-1.6081,0.4282
1.0445,-0.52737,-1.3809,0.71074
1.0445,-0.67809,-1.2471,0.813
1.0446,-0.43709,-1.0999,0.75714
1.0447,-0.0060811,-0.84368,0.26224
1.0448,-0.025541,-0.72702,-0.10263
1.0448,0.023482,-0.88148,0.54243
1.0449,0.13594,-0.93228,0.99141
1.045,0.16812,-0.80476,0.73151
1.0451,0.23136,-0.65667,0.50969
1.0452,0.31575,-0.57134,0.87184
1.0452,0.18477,-0.46731,1.1404
1.0453,0.11984,-0.55984,1.0661
1.0454,0.14305,-0.67032,0.49491
1.0455,0.097017,-0.90936,-0.070447
1.0455,-0.11404,-1.1521,0.27487
1.0456,-0.16971,-1.1048,0.85014
1.0457,-0.40089,-0.40416,0.65985
1.0458,-0.56545,0.38236,0.39602
1.0459,-0.38947,0.79298,0.17046
1.0459,-0.28132,0.87764,0.23305
1.046,-0.20133,0.70821,0.16868
1.0461,-0.13238,0.47695,0.11376
1.0462,-0.2134,0.18589,0.2454
1.0462,-0.14819,0.060905,0.47227
1.0463,0.22668,-0.00046778,0.57658
1.0464,0.4297,-0.0089813,0.024886
1.0465,0.43747,-0.21434,-0.13987
1.0466,0.39752,-0.65367,0.21995
1.0466,0.2598,-0.81964,0.078025
1.0467,0.16204,-0.5545,-0.55478
1.0468,0.14108,-0.14744,-0.63983
1.0469,-0.21602,0.2845,-0.32043
1.047,-0.53851,0.93808,0.058379
1.047,-0.54225,1.5793,0.25456
1.0471,-0.40706,1.6325,0.22182
1.0472,-0.14342,0.95932,0.29227
1.0473,0.054075,-0.060998,0.11975
1.0473,0.2062,-1.1218,0.33259
1.0474,0.24381,-1.6726,0.59071
1.0475,0.24961,-1.7168,0.66658
1.0476,0.29171,-1.2811,0.50314
1.0477,0.25756,-0.70616,0.22771
1.0477,-0.051268,-0.38975,0.54328
1.0478,-0.40313,-0.35879,1.1287
1.0479,-0.55535,-0.40743,1.3254
1.048,-0.44822,-0.2729,0.67921
1.048,-0.35879,-0.26935,0.56816
1.0481,-0.52906,-0.5938,1.5836
1.0482,-0.6272,-0.83115,2.0338
1.0483,-0.31509,-0.70447,1.273
1.0484,0.078306,-0.48864,0.7011
1.0484,0.066611,-0.46516,0.96652
1.0485,-0.15521,-0.44214,1.4082
1.0486,-0.11348,-0.12686,1.4907
1.0487,-0.18066,0.46899,0.92713
1.0488,-0.1379,0.9596,0.70503
1.0488,-0.28675,1.2866,1.0106
1.0489,-0.67575,1.2787,1.3057
1.049,-0.96212,1.0757,1.0822
1.0491,-0.90964,0.56021,1.0125
1.0491,-0.67566,0.034054,1.3033
1.0492,-0.34513,-0.21686,1.309
1.0493,0.15839,-0.12705,1.0619
1.0494,0.65891,0.05763,0.9029
1.0495,0.92854,0.067828,1.0258
1.0495,0.97466,-0.032464,1.0225
1.0496,0.6445,-0.091029,0.71841
1.0497,0.077838,0.0030873,0.3745
1.0498,-0.44991,0.27814,0.22837
1.0498,-0.94837,0.70775,0.10038
1.0499,-1.0862,1.1879,0.072973
1.05,-1.0485,1.7501,-0.25447
1.0501,-0.84612,1.8759,-0.024324
1.0502,-0.5777,1.4716,0.26663
1.0502,-0.012724,0.80935,0.18945
1.0503,0.36356,0.23548,-0.17355
1.0504,0.54562,-0.29161,-0.30246
1.0505,0.62448,-0.44458,-0.10656
1.0505,0.77576,-0.081487,-0.18178
1.0506,0.59941,0.7549,-0.6881
1.0507,0.31622,1.35,-0.56058
1.0508,-0.099917,1.5178,-0.27814
1.0509,-0.34382,1.345,-0.31612
1.0509,-0.3267,1.0227,-0.77623
1.051,-0.080832,0.79541,-1.2569
1.0511,0.35822,0.57144,-0.94351
1.0512,0.75612,0.63636,-0.73778
1.0512,1.2061,0.74274,-1.0708
1.0513,1.5928,1.0463,-1.6247
1.0514,1.6729,1.0973,-1.5624
